Designator,Value,Footprint,LCSC,MfrPart,Populate,Function,Note
R1,0R,R_0402_1005Metric,C17168,,yes,SL_D0: cuttable link on DB1 pin 1. That HL2 net reaches PIN_72 only through the HL2 jumper J25 and also carries uFL pad CL8,FITTED. Cut to isolate board A from DB1 pin 1.
R1,10k,R_0402_1005Metric,C25744,,yes,Defines HL2_D0 while the HL2 FPGA is unconfigured,
R2,150R,R_0402_1005Metric,C25746,,yes,"Clock A divider, top. 3.3 V PIN_98 -> 2.40 V, which is inside the translator A-side maximum of VCCA + 0.5 V",
R2,10k,R_0402_1005Metric,C25744,,yes,Defines HL2_D1 while the HL2 FPGA is unconfigured,
R3,470R,R_0402_1005Metric,C25117,,yes,"Clock A divider, bottom. Thevenin 113 R, 5.1 mA from PIN_98 - inside its 8 mA drive setting",
R3,10k,R_0402_1005Metric,C25744,,yes,Defines HL2_D2 while the HL2 FPGA is unconfigured,
R4,10k,R_0402_1005Metric,C25744,,yes,Defines HL2_D3 while the HL2 FPGA is unconfigured,
R5,10k,R_0402_1005Metric,C25744,,yes,Defines HL2_D4 while the HL2 FPGA is unconfigured,
R6,10k,R_0402_1005Metric,C25744,,yes,Defines HL2_D5 while the HL2 FPGA is unconfigured,
R7,10k,R_0402_1005Metric,C25744,,yes,Defines HL2_CLKB while the HL2 FPGA is unconfigured,
R8,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_CLKA straight to DRVI_O1_CLK","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3 if you bypass clock A."
R9,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_D0 straight to DRVI_O1_D0","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3 if you bypass clock A."
R10,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_D1 straight to DRVI_O1_D1","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3 if you bypass clock A."
R11,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_D2 straight to DRVI_O1_D2","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3 if you bypass clock A."
R12,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_CLKB straight to DRVI_O2_CLK","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3 if you bypass clock A."
R13,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_D3 straight to DRVI_O2_D0","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3 if you bypass clock A."
R14,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_D4 straight to DRVI_O2_D1","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3 if you bypass clock A."
R15,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_D5 straight to DRVI_O2_D2","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3 if you bypass clock A."
R16,0R,R_0402_1005Metric,C17168,,yes,Reverse lane 0 into DB1 (3.3 V bank). 0402 pads take 22 R instead if damping is wanted,
R17,0R,R_0402_1005Metric,C17168,,yes,Reverse lane 1 into DB1 (3.3 V bank). 0402 pads take 22 R instead if damping is wanted,
R18,0R,R_0402_1005Metric,C17168,,yes,Reverse lane 2 into DB1 (3.3 V bank). 0402 pads take 22 R instead if damping is wanted,
R19,0R,R_0402_1005Metric,C17168,,yes,Reverse clock (2.5 V) into HL2 PIN_88 = DB12 pin 6,
R20,0R,R_0402_1005Metric,C17168,,yes,Slow in (2.5 V) into HL2 PIN_89 = DB12 pin 5,
R21,100R,R_0402_1005Metric,C25076,,yes,Status UART out of DB12-1 (2.5 V) onto OUT 1 SCL. Source damping for an unterminated cable wire,
R22,1k,R_0402_1005Metric,C21190,,yes,OUT 1 HPD to ground so the far end detects the cable,
R23,1k,R_0402_1005Metric,C21190,,yes,OUT 2 HPD to ground so the far end detects the cable,
R24,10k,R_0402_1005Metric,C25744,,yes,IN cable detect pull-up; LOW = cable plugged in,
R25,100k,R_0402_1005Metric,C25741,,yes,"Holds the receiver enabled when J7 has no shunt, so ""no shunt"" is a defined state rather than a floating enable pin",
R26,0R,R_0402_1005Metric,C17168,,DNP,SL_5V: lets the IN socket's +5 V pin feed U7,NOT FITTED. See DESIGN_NOTES.md 5 for why this is not the default.
R27,0R,R_0402_1005Metric,C17168,,DNP,SL_VLVDS: reference the translators' 2.5 V side to the HL2's own Vlvds rail (DB1 pins 7/8) instead of U6,NOT FITTED. Do not fit together with U6. Electrically ideal - the thresholds then track the FPGA bank supply exactly - but it draws ~10 mA from the HL2 TPS730 whose headroom is unverified.
R28,0R,R_0805_2012Metric,C17168,,yes,Socket 1 shell to board ground. 0805 so the shield can be lifted if a ground loop appears,
R29,0R,R_0805_2012Metric,C17168,,yes,Socket 2 shell to board ground. 0805 so the shield can be lifted if a ground loop appears,
R30,0R,R_0805_2012Metric,C17168,,yes,Socket 3 shell to board ground. 0805 so the shield can be lifted if a ground loop appears,
R31,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I CLK P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R32,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I CLK N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R33,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I CLK. Place within 5 mm of the receiver pins.",
R34,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I CLK P leg",NOT FITTED. Part of the AC-coupling option.
R35,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I CLK N leg",NOT FITTED. Part of the AC-coupling option.
R36,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D0 P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R37,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D0 N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R38,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I D0. Place within 5 mm of the receiver pins.",
R39,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D0 P leg",NOT FITTED. Part of the AC-coupling option.
R40,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D0 N leg",NOT FITTED. Part of the AC-coupling option.
R41,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D1 P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R42,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D1 N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R43,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I D1. Place within 5 mm of the receiver pins.",
R44,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D1 P leg",NOT FITTED. Part of the AC-coupling option.
R45,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D1 N leg",NOT FITTED. Part of the AC-coupling option.
R46,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D2 P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R47,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D2 N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R48,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I D2. Place within 5 mm of the receiver pins.",
R49,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D2 P leg",NOT FITTED. Part of the AC-coupling option.
R50,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D2 N leg",NOT FITTED. Part of the AC-coupling option.
R51,1k8,R_0402_1005Metric,C25867,,DNP,VBIAS divider top: 1k8 / 1k0 from +3V3 gives 1.18 V,NOT FITTED. Part of the AC-coupling option.
R52,1k0,R_0402_1005Metric,C21190,,DNP,VBIAS divider bottom,NOT FITTED. Part of the AC-coupling option.
R53,0R,R_0402_1005Metric,C17168,,yes,"Slow-line series link, I_SLOW",FITTED. Cut to isolate the slow line.
R54,10k,R_0402_1005Metric,C25744,,yes,Idles X_SLOWIN_A in the UART mark state with no cable,
TP1,TP_HL2_CLKA_RAW,TestPoint_Pad_D1.5mm,,,yes,,
TP2,TP_HL2_CLKA,TestPoint_Pad_D1.5mm,,,yes,,
TP3,TP_HL2_D0,TestPoint_Pad_D1.5mm,,,yes,,
TP4,TP_HL2_D1,TestPoint_Pad_D1.5mm,,,yes,,
TP5,TP_HL2_D2,TestPoint_Pad_D1.5mm,,,yes,,
TP6,TP_HL2_D3,TestPoint_Pad_D1.5mm,,,yes,,
TP7,TP_HL2_D4,TestPoint_Pad_D1.5mm,,,yes,,
TP8,TP_HL2_D5,TestPoint_Pad_D1.5mm,,,yes,,
TP9,TP_HL2_CLKB,TestPoint_Pad_D1.5mm,,,yes,,
TP10,TP_HL2_SLOW_OUT,TestPoint_Pad_D1.5mm,,,yes,,
TP11,TP_HL2_REV0,TestPoint_Pad_D1.5mm,,,yes,,
TP12,TP_HL2_REV1,TestPoint_Pad_D1.5mm,,,yes,,
TP13,TP_HL2_REV2,TestPoint_Pad_D1.5mm,,,yes,,
TP14,TP_HL2_REVCLK,TestPoint_Pad_D1.5mm,,,yes,,
TP15,TP_HL2_SLOW_IN,TestPoint_Pad_D1.5mm,,,yes,,
TP16,TP_DRVI_O1_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP17,TP_DRVI_O2_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP18,TP_RXO_ICLK,TestPoint_Pad_D1.5mm,,,yes,,
TP19,TP_RXO_ID0,TestPoint_Pad_D1.5mm,,,yes,,
TP20,TP_RXO_ID1,TestPoint_Pad_D1.5mm,,,yes,,
TP21,TP_RXO_ID2,TestPoint_Pad_D1.5mm,,,yes,,
TP22,TP_X_SLOWIN_A,TestPoint_Pad_D1.5mm,,,yes,,
TP23,TP_X_SP1,TestPoint_Pad_D1.5mm,,,yes,,
TP24,TP_X_SP2,TestPoint_Pad_D1.5mm,,,yes,,
TP25,TP_O1_HPD,TestPoint_Pad_D1.5mm,,,yes,,
TP26,TP_O2_HPD,TestPoint_Pad_D1.5mm,,,yes,,
TP27,TP_I_HPD,TestPoint_Pad_D1.5mm,,,yes,,
TP28,TP_O2_SLOW,TestPoint_Pad_D1.5mm,,,yes,,
TP29,TP_I_5V_PIN,TestPoint_Pad_D1.5mm,,,yes,,
TP30,TP_VBIAS,TestPoint_Pad_D1.5mm,,,yes,,
TP31,TP_SCL1,TestPoint_Pad_D1.5mm,,,yes,,
TP32,TP_SDA1,TestPoint_Pad_D1.5mm,,,yes,,
TP33,TP_VLVDS,TestPoint_Pad_D1.5mm,,,yes,,
TP34,TP_+3V3,TestPoint_Pad_D1.5mm,,,yes,,
TP35,TP_+2V5,TestPoint_Pad_D1.5mm,,,yes,,
TP36,TP_DB1_3V3,TestPoint_Pad_D1.5mm,,,yes,,
TP37,TP_GND,TestPoint_THTPad_D2.0mm_Drill1.0mm,,,yes,,
TP38,TP_GND,TestPoint_THTPad_D2.0mm_Drill1.0mm,,,yes,,
U1,SN74AVC8T245PW,TSSOP-24_4.4x7.8mm_P0.65mm,C53535,SN74AVC8T245PWR,yes,"8-bit dual-supply level translator, VCCA 2.5 V / VCCB 3.3 V. Gives the HL2 2.5 V outputs 370 mV of GUARANTEED margin into the LVDS driver inputs, which a direct connection does not have","DIR tied to VCCA (+2V5) = A->B, OE* tied low. All eight forward signals including both clocks pass through this one package so they share its propagation delay."
U2,DS90LV047A,SOIC-16_3.9x9.9mm_P1.27mm,C201946,DS90LV047ATM/NOPB,yes,"Quad LVDS driver, 400 Mbps, SOIC-16. Drives socket O1: all four channels used, none spare",
U3,DS90LV047A,SOIC-16_3.9x9.9mm_P1.27mm,C201946,DS90LV047ATM/NOPB,yes,"Quad LVDS driver, 400 Mbps, SOIC-16. Drives socket O2: all four channels used, none spare",
U4,DS90LV048A,TSSOP-16_4.4x5mm_P0.65mm,C87137,DS90LV048ATMTCX/NOPB,yes,"Quad LVDS receiver, 400 Mbps, TSSOP-16. Receives socket IN: all four channels used, none spare",
U5,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"4-bit dual-supply level translator, VCCA 3.3 V / VCCB 2.5 V. HL2 PIN_88 and PIN_89 are input-only pins in a 2.5 V bank whose PCI clamp would inject DC into the HL2's 2.5 V rail if driven at 3.3 V","DIR tied to VCCA (+3V3) = A->B, OE* tied low. Channels 3 and 4 are unused: inputs tied to GND, outputs to test pads."
U6,ME6211C25M5G,SOT-23-5,C194395,ME6211C25M5G-N,yes,2.5 V 400 mA LDO. Supplies only the two translators' 2.5 V sides,
U7,AMS1117-3.3,SOT-223-3_TabPin2,C6186,AMS1117-3.3,DNP,Optional 3.3 V from the IN socket's +5 V pin. NOT the default supply: see DESIGN_NOTES.md 5,NOT FITTED by default. Board A normally runs from HL2 DB1 pins 19/20. In the two-radio configuration there is no 5 V source at all.
