Designator,Value,Footprint,LCSC,MfrPart,Populate,Function,Note
J103,OUT (mini HDMI),HDMI_C_Mini_19P_Horizontal_Hybrid,C2682170,XKB Connection A71-05H4-111N1,yes,"OUT, cable 1: board A drives the 153.6 MHz link clock and lanes 0,1,2 at 307.2 Mbit/s, plus the status UART on SCL. All four pairs driven","Hybrid mount: reflow the SMT contacts, then solder the four through-hole shell legs. Mating face is flush with the board edge."
J104,AUX (mini HDMI),HDMI_C_Mini_19P_Horizontal_Hybrid,C2682170,XKB Connection A71-05H4-111N1,yes,"AUX, cable 3: bidirectional, full duplex. G1 = clock pair + data 0 pair, G2 = data 1 pair + data 2 pair. The ROLE strap decides which group this board drives. SCL, HPD and +5 V are test pads only","Hybrid mount: reflow the SMT contacts, then solder the four through-hole shell legs. Mating face is flush with the board edge."
J105,IN (mini HDMI),HDMI_C_Mini_19P_Horizontal_Hybrid,C2682170,XKB Connection A71-05H4-111N1,yes,"IN, cable 2: board A receives the reverse clock and reverse lanes 0,1,2 at 307.2 Mbit/s. Its SCL is a test pad only in rev C - PIN_89 reads the ROLE strap now, so there is no destination for a received slow line","Hybrid mount: reflow the SMT contacts, then solder the four through-hole shell legs. Mating face is flush with the board edge."
J106,3V3 SRC,PinHeader_1x03_P2.54mm_Vertical,C52016391,"hanxia HX PH254-01-03-Z-L11.5, 2.54mm 1x3P vertical pin header",yes,"Board supply select: 1-2 = HL2 DB1 +3V3 (DEFAULT), 2-3 = the on-board LDO fed from the IN socket +5 V pin",
J107,RX MODE,PinHeader_1x03_P2.54mm_Vertical,C52016391,"hanxia HX PH254-01-03-Z-L11.5, 2.54mm 1x3P vertical pin header",yes,"IN receiver enable: 2-3 = auto, enabled only while a cable is in the IN socket (DEFAULT); 1-2 = force disabled; no shunt = always enabled. Does NOT affect the AUX receiver, which is always on",
J108,GND CLIP,PinHeader_1x02_P2.54mm_Vertical,C52016390,"hanxia HX PH254-01-02-Z-L11.5, 2.54mm 1x2P vertical pin header",yes,Ground clip / scope reference,
J109,ROLE,PinHeader_1x03_P2.54mm_Vertical,C52016391,"hanxia HX PH254-01-03-Z-L11.5, 2.54mm 1x3P vertical pin header",yes,"ROLE strap, ONE shunt: 1-2 = ROLE A (this board drives AUX G1, receives G2) which is how board A ships; 2-3 = ROLE B (drives G2, receives G1). The two boards of a link must be strapped differently","Fit ONE shunt (LCSC C5305). Board A ships 1-2 = ROLE A. With no shunt at all the 100k pull-down makes it ROLE B, which is a safe state, not a floating one."
J201,J14 2x20 socket,PinSocket_2x20_P2.54mm_Vertical,C5124634,"BOOMELE 2.54mm 2x20P female header, vertical",yes,Mates the 2x20 male header the user solders into the Tang dock J14 holes (Bank 4),"Bottom side. J14 pin 36 (ball U17) is deliberately open: it is the one spare pin, and the gateware should leave it unconstrained."
J202,IN (HDMI),HDMI_A_Amphenol_10029449-x01xLF_Horizontal,C427307,Amphenol ICC 10029449-111RLF,yes,"IN, cable 1: receives the 153.6 MHz link clock and lanes 0,1,2 at 307.2 Mbit/s, plus the HL2 status UART on SCL, which is the ONLY slow line with a destination in rev C","Hybrid mount: reflow the 19 SMT contacts, then solder the four through-hole shell legs. Mating face flush with the board edge."
J203,AUX (HDMI),HDMI_A_Amphenol_10029449-x01xLF_Horizontal,C427307,Amphenol ICC 10029449-111RLF,yes,"AUX, cable 3: bidirectional, full duplex. G1 = clock pair + data 0 pair, G2 = data 1 pair + data 2 pair. Board B ships strapped ROLE B, so it receives G1 and drives G2. SCL, HPD and +5 V are test pads only","Hybrid mount: reflow the 19 SMT contacts, then solder the four through-hole shell legs. Mating face flush with the board edge."
J204,OUT (HDMI),HDMI_A_Amphenol_10029449-x01xLF_Horizontal,C427307,Amphenol ICC 10029449-111RLF,yes,"OUT, cable 2: drives the reverse clock and reverse lanes 0,1,2 at 307.2 Mbit/s. Its SCL has no source in rev C (J14 pin 36 is left spare) and is a test pad only","Hybrid mount: reflow the 19 SMT contacts, then solder the four through-hole shell legs. Mating face flush with the board edge."
J205,RX MODE,PinHeader_1x03_P2.54mm_Vertical,C52016391,"hanxia HX PH254-01-03-Z-L11.5, 2.54mm 1x3P vertical pin header",yes,"IN receiver enable: 2-3 = auto, enabled only while a cable is in the IN socket (DEFAULT); 1-2 = force disabled, which is what the direct-LVDS experiment needs; no shunt = always enabled. Does NOT affect the AUX receiver",
J206,GND AUX,PinHeader_1x02_P2.54mm_Vertical,C52016390,"hanxia HX PH254-01-02-Z-L11.5, 2.54mm 1x2P vertical pin header",yes,Extra ground wire to a dock PMOD GND pin. J14 has only one ground pin and that is not enough for eight CMOS outputs switching at up to 307 Mbit/s - fit the wire,
J207,ROLE,PinHeader_1x03_P2.54mm_Vertical,C52016391,"hanxia HX PH254-01-03-Z-L11.5, 2.54mm 1x3P vertical pin header",yes,"ROLE strap, ONE shunt: 1-2 = ROLE A (drives AUX G1, receives G2); 2-3 = ROLE B (drives G2, receives G1) which is how board B ships. The two boards of a link must be strapped differently","Fit ONE shunt (LCSC C5305). Board B ships 2-3 = ROLE B, so the Gowin reads link_role LOW on J14 pin 34."
R101,0R,R_0402_1005Metric,C17168,,yes,"SL_D0: cuttable link on DB1 pin 1. That HL2 net reaches PIN_72 only through the HL2 jumper J25 and also carries uFL pad CL8, an unterminated stub no bridge board can remove",FITTED. Cut to isolate board A from DB1 pin 1. HL2 jumper J25 must be CLOSED or the AUX G2 clock is dead.
R101,10k,R_0402_1005Metric,C25744,,yes,"Defines HL2_O_D0 (OUT lane 0) while nothing drives it - the HL2 FPGA unconfigured, or the local translator port disabled by the strap",
R102,100R,R_0402_1005Metric,C25076,,yes,"OUT clock divider, series leg. 3.3 V PIN_98 -> 2.77 V, 1.14 V over the translator threshold and 230 mV under its 3.0 V absolute maximum",
R102,10k,R_0402_1005Metric,C25744,,yes,"Defines HL2_O_D1 (OUT lane 1) while nothing drives it - the HL2 FPGA unconfigured, or the local translator port disabled by the strap",
R103,330R,R_0402_1005Metric,C25104,,yes,"OUT clock divider, shunt leg 1 of 2. 660 R total: 4.2 mA from PIN_98, inside its 8 mA drive setting; Thevenin 87 ohm; 0.77 ns into the translator input",
R103,10k,R_0402_1005Metric,C25744,,yes,"Defines HL2_O_D2 (OUT lane 2) while nothing drives it - the HL2 FPGA unconfigured, or the local translator port disabled by the strap",
R104,330R,R_0402_1005Metric,C25104,,yes,"OUT clock divider, shunt leg 2 of 2",
R104,10k,R_0402_1005Metric,C25744,,yes,"Defines HL2_AX_G1CLK (AUX G1 clock, bidirectional) while nothing drives it - the HL2 FPGA unconfigured, or the local translator port disabled by the strap",
R105,10k,R_0402_1005Metric,C25744,,yes,"Defines HL2_AX_G1DAT (AUX G1 data, bidirectional) while nothing drives it - the HL2 FPGA unconfigured, or the local translator port disabled by the strap",
R106,10k,R_0402_1005Metric,C25744,,yes,"Defines HL2_AX_G2CLK (AUX G2 clock, bidirectional) while nothing drives it - the HL2 FPGA unconfigured, or the local translator port disabled by the strap",
R107,10k,R_0402_1005Metric,C25744,,yes,"Defines HL2_AX_G2DAT (AUX G2 data, bidirectional) while nothing drives it - the HL2 FPGA unconfigured, or the local translator port disabled by the strap",
R108,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_CLK straight to DRVI_O_CLK","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3/R4 if you bypass the clock."
R109,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_O_D0 straight to DRVI_O_D0","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3/R4 if you bypass the clock."
R110,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_O_D1 straight to DRVI_O_D1","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3/R4 if you bypass the clock."
R111,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_O_D2 straight to DRVI_O_D2","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3/R4 if you bypass the clock."
R112,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_AX_G1CLK straight to DRVI_AX_CLK","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3/R4 if you bypass the clock."
R113,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_AX_G1DAT straight to DRVI_AX_D0","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3/R4 if you bypass the clock."
R114,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_AX_G2CLK straight to DRVI_AX_D1","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3/R4 if you bypass the clock."
R115,0R,R_0402_1005Metric,C17168,,DNP,"Translator bypass, HL2_AX_G2DAT straight to DRVI_AX_D2","NOT FITTED. Fitting all eight and removing U1 falls back to connecting the HL2 2.5 V outputs directly to the LVDS drivers, which works in practice but has 0 mV of guaranteed margin (DESIGN_NOTES.md 3.2). Also remove R3/R4 if you bypass the clock."
R116,0R,R_0402_1005Metric,C17168,,yes,IN lane 0 into DB1 (3.3 V bank). 0402 pads take 22 R instead if damping is wanted,
R117,0R,R_0402_1005Metric,C17168,,yes,IN lane 1 into DB1 (3.3 V bank). 0402 pads take 22 R instead if damping is wanted,
R118,0R,R_0402_1005Metric,C17168,,yes,IN lane 2 into DB1 (3.3 V bank). 0402 pads take 22 R instead if damping is wanted,
R119,0R,R_0402_1005Metric,C17168,,yes,IN clock (2.5 V) into HL2 PIN_88 = DB12 pin 6,
R120,0R,R_0402_1005Metric,C17168,,yes,"the ROLE level (2.5 V) into HL2 PIN_89 = DB12 pin 5, so the gateware knows its own role and sets its four AUX pin directions to match",
R121,0R,R_0402_1005Metric,C17168,,yes,"AUX G1 clock (2.5 V) into HL2 PIN_85 = DB1 pin 6, in ROLE B only",
R122,0R,R_0402_1005Metric,C17168,,yes,"AUX G1 data (2.5 V) into HL2 PIN_87 = DB12 pin 2, in ROLE B only",
R123,0R,R_0402_1005Metric,C17168,,yes,"AUX G2 clock (2.5 V) into HL2 PIN_72 = DB1 pin 1, in ROLE A only",
R124,0R,R_0402_1005Metric,C17168,,yes,"AUX G2 data (2.5 V) into HL2 PIN_80 = DB1 pin 4, in ROLE A only. PIN_80 is VREFB5N0 with ~21 pF of pin capacitance and is the slowest lane in the design",
R125,100R,R_0402_1005Metric,C25076,,yes,Status UART out of DB12-1 (2.5 V) onto the OUT socket SCL. Source damping for an unterminated cable wire,
R126,100R,R_0402_1005Metric,C25076,,yes,"OUT HPD to ground so the far end detects the cable. 100 R against the far 10 k gives 0.033 V, at 0.33 mA of idle current",
R127,10k,R_0402_1005Metric,C25744,,yes,IN cable detect pull-up; LOW = cable plugged in,
R128,100k,R_0402_1005Metric,C25741,,yes,"Holds the IN receiver enabled when J7 has no shunt, so ""no shunt"" is a defined state rather than a floating enable pin",
R129,100k,R_0402_1005Metric,C25741,,yes,"Makes ""no shunt on J9"" mean ROLE B rather than a floating inverter input. 33 uA through the shunt in the ROLE A position",
R130,10k,R_0402_1005Metric,C25744,,yes,"ROLE_N pull-UP. THE DIRECTION MATTERS: if U11 is missing, unpowered or dead, ROLE_N reads HIGH, which DISABLES the G2 translator port toward the HL2. The auxiliary link then does not work and nothing is stressed. A pull-down would have enabled it instead",
R131,0R,R_0402_1005Metric,C17168,,DNP,SL_5V: lets the IN socket's +5 V pin feed U10,NOT FITTED. See DESIGN_NOTES.md 5 for why this is not the default.
R132,0R,R_0402_1005Metric,C17168,,DNP,SL_VLVDS: reference the translators' 2.5 V side to the HL2's own Vlvds rail (DB1 pins 7/8) instead of U9,NOT FITTED. Do not fit together with U9. Electrically ideal - the thresholds then track the FPGA bank supply exactly - but it draws ~10 mA from the HL2 TPS730 whose headroom is unverified.
R133,0R,R_0805_2012Metric,C17477,,yes,Socket 1 shell to board ground. 0805 so the shield can be lifted if a ground loop appears,
R134,0R,R_0805_2012Metric,C17477,,yes,Socket 2 shell to board ground. 0805 so the shield can be lifted if a ground loop appears,
R135,0R,R_0805_2012Metric,C17477,,yes,Socket 3 shell to board ground. 0805 so the shield can be lifted if a ground loop appears,
R136,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I CLK P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R137,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I CLK N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R138,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I CLK. Place within 5 mm of the receiver pins.",
R139,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I CLK P leg",NOT FITTED. Part of the AC-coupling option.
R140,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I CLK N leg",NOT FITTED. Part of the AC-coupling option.
R141,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D0 P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R142,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D0 N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R143,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I D0. Place within 5 mm of the receiver pins.",
R144,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D0 P leg",NOT FITTED. Part of the AC-coupling option.
R145,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D0 N leg",NOT FITTED. Part of the AC-coupling option.
R146,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D1 P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R147,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D1 N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R148,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I D1. Place within 5 mm of the receiver pins.",
R149,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D1 P leg",NOT FITTED. Part of the AC-coupling option.
R150,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D1 N leg",NOT FITTED. Part of the AC-coupling option.
R151,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D2 P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R152,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D2 N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R153,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I D2. Place within 5 mm of the receiver pins.",
R154,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D2 P leg",NOT FITTED. Part of the AC-coupling option.
R155,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D2 N leg",NOT FITTED. Part of the AC-coupling option.
R156,10k,R_0402_1005Metric,C25744,,DNP,VBIAS divider top: 10k / 4k7 from +3V3 gives 1.055 V,NOT FITTED. Part of the AC-coupling option.
R157,4k7,R_0402_1005Metric,C25900,,DNP,VBIAS divider bottom,NOT FITTED. Part of the AC-coupling option.
R158,100R,R_0402_1005Metric,C25076,,DNP,AUX CLK differential termination. NOT FITTED in ROLE A (how board A ships).,"NOT FITTED. This board DRIVES this pair in its shipped role, and the far end terminates it. Fit this one and remove the other two if you move the ROLE shunt."
